link,job_title,ad_date,ad_id,ad_type,job_type,job_duration,job_wage,app_link,app_email,company,location,contact,job_descrip,job_profile,link
https://www.stellenwerk-hamburg.de/jobboerse/werkstudentin-fuer-henriette-gesucht-hamburg-211202-506282,WERKSTUDENT*IN FÜR HENRIETTE GESUCHT!,02.12.2021,211202-506282,Studentenjobs,Teilzeit,Befristet aufs Studienende (Werkstudent*innenvertrag),"17,50",,mailto:bewerbung@judithandresen.com,BERATUNG JUDITH ANDRESEN,"Zitadellenstraße 14a, 21079 Hamburg, Deutschland",Frau  Valentina Bejiq,"
Das Team der BERATUNG JUDITH ANDRESEN möchte echte Zusammenarbeit möglich machen.
Wir begleiten Teams, Organisationen und Individuen in ihren jeweiligen agilen Transitionen. Wir unterstützen von kleinen StartUps über den Mittelstand bis zu Konzernen Organisationen aller Größenordnungen. Diese Begleitung findet remote, bei den entsprechenden Kund*innen vor Ort oder auf unserem Lieger VILLA HENRIETTE statt.
Wir begleiten Teams und Organisationen durch agiles Coaching, Training agiler Methoden und/oder Ausbildung von agilen Coaches. 
Wenn Du als Werkstudent oder -studentin mit wöchentlich 15 Stunden Mitglied unseres Teams werden möchtest und Dich um unsere HENRIETTE kümmern möchtest, melde Dich bei uns. 
DEINE AUFGABEN
Wir begleiten Dich mit einem*r Mentor*in, um Dich ins Team + in die Aufgaben zu holen. 
Auf unserem Lieger VILLA HENRIETTE gibt es den Konferenzraum GRANIT und den Konferenzbereich EICHE mit den Arbeitsräumen ORANGE + PETROL. Du sorgst dafür, dass die Räume für Nutzer*innen bereitstehen. Darüber hinaus unterstützt Du alle anderen Teammitglieder in ihrer täglichen Arbeit.
Zu Deinen Aufgaben gehören:

HENRIETTE: Kontrolle + (Nach-)Bestellung Verpflegung (Frühstück, Obst)
HENRIETTE: Kontrolle + Nachbestellung Getränke
HENRIETTE: Kontrolle + Nachbestellung Moderationsmaterialien
HENRIETTE: Aufklaren der Räume nach Veranstaltungen
	 
TEAM: Unterstützung der Marketing-/ PR-Aktivitäten der BERATUNG JUDITH ANDRESEN
TEAM: Unterstützung von anderen Teammitgliedern in Coachingsitzungen und Trainings

","
Wenn wir Mitglieder ins Team holen, fragen wir uns: ""Kannst Du Dir vorstellen, mit dieser Person zusammen zu lernen?""
Wir freuen uns, wenn Du Vorwissen rund um agile Methoden und agiles Arbeiten mitbringst, aber das erwarten wir nicht. Das wirst Du hier lernen. Was wir erwarten, ist Offenheit:

Du hast Lust aufs Lernen.
Du möchtest lernen, wie echte Teamarbeit in einem verteilten Team funktioniert. 
Du kannst Dich gut selbst organisieren.
Du kannst Dich sowohl deutsch als auch englisch mündlich wie schriftlich gut ausdrücken.

",https://www.stellenwerk-hamburg.de/jobboerse/werkstudentin-fuer-henriette-gesucht-hamburg-211202-506282
https://www.stellenwerk-hamburg.de/jobboerse/studentische-hilfskraft-mwd-hamburg-211202-506281,Studentische Hilfskraft (m/w/d),02.12.2021,211202-506281,Studentenjobs,450€ Basis,Nach Vereinbarung,,https://k23364.coveto.de/job-studentische-hilfskraft-m-w-d-hamburg-1090.html,,EBZ Business School,"Tangstedter Landstraße 83, 22415 Hamburg, Deutschland",Frau  Kathrin Kulms,"
Die EBZ BUSINESS SCHOOL – University of Applied Sciences bietet seit zehn Jahren erfolgreich Studiengänge für die Immobilienwirtschaft an und hat heute rund 1.200 Studierende. Das Profil der Hochschule basiert auf individueller Betreuung, Projekt- und Praxisbezug.
Im Studienzentrum Hamburg der EBZ Business School werden das Bachelorstudium Real Estate und das Masterstudium Real Estate Management angeboten. Das Studienzentrum ist in den Räumlichkeiten des VNW - Verband norddeutscher Wohnungsunternehmen e.V. untergebracht.
Für die EBZ Business School suchen wir zum nächstmöglichen Zeitpunkt Unterstützung als Studentische Hilfskraft (m/w/d) für bis zu 10h pro Woche auf 450€-Basis.
IHRE AUFGABEN:

Unterstützung der Campusleitung
Erstellen von Präsentationen
Vor- und Nachbereitung von Terminen
Unterstützung bei Veranstaltungen sowie beim Marketing
Übernahme von Klausuraufsichten

","
SIE ERFÜLLEN FOLGENDE VORAUSSETZUNGEN:

Zeitliche Verfügbarkeit, insbesondere auch samstags
Sicherer Umgang mit den gängigen Office-Programmen
Büroerfahrung von Vorteil
Organisatorisches Geschick und gewissenhaftes Arbeiten
Selbstständiges Arbeiten und Teamfähigkeit sowie Offenheit und Lernbereitschaft
Freundliches Auftreten, Flexibilität, hohe Belastbarkeit und Zuverlässigkeit

UNSER ANGEBOT AN SIE:

Vielseitige und verantwortungsvolle Aufgaben
Teamarbeit
Innovatives Arbeitsumfeld sowie ein offenes und freundliches Arbeitsklima

Die Beschreibung der Aufgaben hat Ihr Interesse geweckt und Sie finden sich in dem angegebenen Profil wieder? Dann senden Sie uns Ihre aussagekräftige Bewerbung unter Angabe des frühestmöglichen Eintrittstermins bis zum 02.01.2022 vorzugsweise über unser Bewerberportal.  
Ihre Ansprechpartnerin
Frau Kathrin Kulms
Telefon: 0234/9447-517
E-Mail: bewerbung@e-b-z.de
Standort Hamburg: Tangstedter Landstraße 83, 22415 Hamburg
EBZ Business School
Springorumallee 20
44795 Bochum
",https://www.stellenwerk-hamburg.de/jobboerse/studentische-hilfskraft-mwd-hamburg-211202-506281
https://www.stellenwerk-hamburg.de/jobboerse/mitarbeiter-mwd-fuer-unser-team-milchpumpen-gesucht-hamburg-211202-506279,Mitarbeiter (m/w/d) für unser Team Milchpumpen gesucht,02.12.2021,211202-506279,Studentenjobs,Teilzeit,Unbefristet,,https://karriere.adler-apotheke-hh.de/5nm7w,,Priv. Adler Apotheke oHG,"Borgfelder Straße 36, 20537 Hamburg, Deutschland",Frau  Sylvia Niggemann,"
Wir sind eine moderne Apotheke im Herzen von Hamburg-Wandsbek und versorgen Mütter aus Hamburg und dem Umland mit elektrischen Milchpumpen. Hierfür suchen wir eine Mitarbeiterin (m/w/d), die das Team verstärkt. Zu Ihren Aufgaben gehören:

Abrechnung von Rezepten und Milchpumpenverträgen
Telefonische Erinnerung der Kunden an Folgerezepte
Genehmigungen bei der Krankenkasse einholen

","
Sie passen zu uns, wenn Sie

eine Affinität zum Thema Stillen und Milchpumpen haben
Interesse am Gesundheitswesen haben
gern mit Kunden telefonieren

Wir bieten Ihnen eine ausführliche Einarbeitung und flexible Arbeitszeiten mit 15-20 Stunden pro Woche. Die Lage der Arbeitszeiten richten wir nach Ihren Wünschen. Die Tätigkeit kann in Teilzeit oder als Werkstudentin (m/w/d) ausgeübt werden. Bitte nennen Sie uns in der Bewerbung, ab wann Sie verfügbar sind und wieviele Stunden Sie in der Woche arbeiten möchten.
Der Arbeitsort ist in der Borgfelder Straße 36 (Nähe Berliner Tor). Wenn Sie Lust auf eine neue Herausforderung haben, freuen wir uns auf Ihre Bewerbung über unser Online-Formular. 
",https://www.stellenwerk-hamburg.de/jobboerse/mitarbeiter-mwd-fuer-unser-team-milchpumpen-gesucht-hamburg-211202-506279
https://www.stellenwerk-hamburg.de/jobboerse/hilfskraft-studentische-hilfskraft-mwd-fuer-architekturbuero-gesucht-hamburg-211202,Hilfskraft / studentische Hilfskraft (m/w/d) für Architekturbüro gesucht,02.12.2021,211202-506276,Studentenjobs,Teilzeit,Nach Vereinbarung,,,mailto:info@zugpferd-architektur.de,Zugpferd Architektur,"Straßburger Platz 1, 22049 Hamburg, Deutschland",Herr  Simon Risse,"
Inhabergeführtes Architekturbüro sucht ab sofort studentische Hilfskraft (m/w/d) der Fachrichtung Architektur zur Unterstützung des Architekturbetriebs in den LP 5,6 und 9 im Rahmen einer Teilzeitbeschäftigung. Das Büro beschäftigt sich v.a. mit kleineren und umfangreicheren Altbausanierungen und Aufstockungsprojekten.
","
Ihre Aufgaben
- laufende Mitarbeit an Planungsprojekten
- Unterstützung bei der Ausführungs- und Detailplanung
- Zeichenarbeit
- Unterstützung bei der Vorbereitung der Vergabe
Ihre Qualifikationen
- Student/in oder Absolvent/in der Fachrichtung Architektur im Masterstudiengang oder Ausbildung zum/zur Bautechniker/in oder Bauzeichner/in
- sichere CAD-Kenntnisse – wir zeichnen auf QCAD, Archicad und SketchUp
- sehr gute Deutschkenntnisse in Wort und Schrift
- Kommunikationsstärke, schnelle Auffassungsgabe, hohes Maß an Eigeninitiative und Selbstorganisation sowie eine überdurchschnittlich strukturierte Arbeitsweise
- praktische Erfahrungen im Umfeld kleinerer Architekturbüros
In unserem Architekturbüro haben Sie die Gelegenheit einen Überblick über sämtliche Leistungsphasen in kleineren und mittelgroßen Projekten der Altbausanierung und -Entwicklung zu erhalten sowie sich entsprechend übergreifend einzubringen. Wir bieten viel Raum für Eigenverantwortung und selbstständiges Arbeiten.
",https://www.stellenwerk-hamburg.de/jobboerse/hilfskraft-studentische-hilfskraft-mwd-fuer-architekturbuero-gesucht-hamburg-211202
https://www.stellenwerk-hamburg.de/jobboerse/werkstudentin-mwd-energieeffizienz-der-immobilienwirtschaft-hamburg-211202-506270,Werkstudent*in (m/w/d) Energieeffizienz in der Immobilienwirtschaft,02.12.2021,211202-506270,Studentenjobs,Nach Vereinbarung,Nach Vereinbarung,12-20 € / h nach Qualifaktion und Fertigkeiten,,mailto:dirk.wittler@etaplus.energy,ETA+ GmbH,"Wendenstraße 331, 20537 Hamburg, Deutschland",Herr  Dirk Wittler,"
Werkstudent*in (m/w/d) Energieeffizienz in der Immobilienwirtschaft
Für unsere Niederlassung in Hamburg suchen wir Dich für die Weiterentwicklung unserer Produkte im Bereich der Immobilienwirtschaft für die Stelle als Projektleiter in unserem MDU-Operation Team.
ETA+ ist ein Start-Up für Digital Twins von Liegenschaften und dem Monitoring und Management von Energie, um Klimaschutz zu realisieren. Wir stehen für Net Zero Emissions von Liegenschaften! Unsere Web-Plattform unterstützt Eigentümer, Property Manager, Mieter und andere Stakeholder in Liegenschaften dabei, mehr Klimaschutz und Energie-Effizienz zu erreichen. Mehr über uns erfährst Du im Web: unter https://www.etaplus.energy
","
Deine Aufgaben

Unterstützung bei der projektbezogenen Erstellung technische Konzepte und Präsentationen
Mitarbeit an den Kundenprojekten, um Gebäude digital auf unserer Plattform abzubilden
Bei Bedarf Services vor Ort an Projektstandorten 
Kalkulation und Erstellung von Projektangeboten für Kunden
Unterstützung bei der Erstellung und Lieferung der mit Kunden vereinbarten monatlichen Leistungen und Ergebnisse
Teilnahme an Kundenterminen und Events
Administrative Support des Teams 

Das bieten wir

Aktive Mitarbeit am Klimaschutz
Spannende Aufgaben in einem Team aus jungen und erfahrenen Kollegen
Flexibles Arbeiten, teilweise auch von zu Hause
Agiles Startup-Umfeld mit Getränken, Snacks usw.
Qualifikations- und leistungsorientierte Vergütung
Offene Teamkultur: Bringe Deine eigenen Ideen ein und setze sie um

Qualifikationen

Studium in Elektrotechnik, eine Fachausbildung zum technischen Gebäudeausstatter oder eine Ausbildung als Fachinformatiker ist erwünscht  
Erste Erfahrungen im Bereich Projektmanagement mit Schwerpunkt: Energieeffizienz, Gebäudeausstattung, Smart Buildings, IoT, Gebäude-Digitalisierung und technischem Property Management 
Technisches Verständnis gewünscht 
Selbstständige, strukturierte und zuverlässige Arbeitsweise 
Analytisches Denken sowie verständliche und konstruktive Kommunikation 
Reisebereitschaft innerhalb Deutschlands (ca. 1-2 Tage die Woche)
Sehr gute Deutsch- und Englischkenntnisse in Wort und Schrift (mind. B2 oder vergleichbar)
Engagement und Zuverlässigkeit
Offenheit und aktive Kommunikation

Das klingt nach Dir?
Dann bewirb Dich jetzt per E-Mail mit Lebenslauf an: dirk.wittler@etaplus.energy
Wir freuen uns auf Dich und reagieren schnell!
",https://www.stellenwerk-hamburg.de/jobboerse/werkstudentin-mwd-energieeffizienz-der-immobilienwirtschaft-hamburg-211202-506270
https://www.stellenwerk-hamburg.de/jobboerse/studentische-aushilfe-mwd-kunden-service-unserer-filiale-hamburg-hamburg-211202-506264,Studentische Aushilfe (m/w/d) Kunden-Service in unserer Filiale Hamburg,02.12.2021,211202-506264,Studentenjobs,Werkstudent*in,Nach Vereinbarung,,https://stellenportal.apobank.de/offene-stellen/studentische-aushilfe-m-w-d-kunden-service-in-unserer-filiale-hamburg/7a8ab238-64af-422d-a383-7daf947cef8d,,Deutsche Apotheker- und Ärztebank eG,"Weidestraße 124, 22083 Hamburg, Deutschland",Herr  Andreas Schober,"
Erleben Sie die führende Bank im Gesundheitswesen als wertvolles Plus Ihrer Entwicklung. apoBanker sind als Experte, Vertrauensperson und als Mensch geschätzte Ansprechpartner für rund 400.000 Kunden. Und sie sind tolle Kolleginnen und Kollegen, die Ihnen den Einstieg in die berufliche Praxis erleichtern und Ihrer Persönlichkeit freien Lauf lassen. Schlagen Sie Ihren neuen Weg ein - kommen Sie ins Team!
Ihr Traumjob im Detail:

Sie sind erster Ansprechpartner für den Kunden vor Ort und am Telefon.
Sie unterstützen den Kunden technisch wie inhaltlich bei der Klärung von Fragen zum Zahlungsverkehr, zum Konto-Service und zum Online-Banking.
Weiterhin entlasten Sie unsere Berater bei telefonischen Terminvereinbarungen.
Sie übernehmen administrative und organisatorische Themen in der Filiale.
Es erwartet Sie eine attraktive Vergütung bei einer Tätigkeit von 20 Stunden pro Woche

","
Begeistern Sie uns!

Sie sind immatrikulierter Studierender (m/w/d) der Wirtschaftswissenschaften, BWL oder eines vergleichbaren Studiengangs.
Idealerweise konnten Sie bereits erste praktische Erfahrungen im Finanzsektor sammeln.
Sie zeichnen sich durch ein hohes Maß an Eigeninitiative, Sorgfalt sowie Lösungsorientierung aus. Zudem sind Sie konfliktfähig, kommunikationsstark und arbeiten gerne in einem Team.
Sie können es zeitlich einrichten, an mindestens zwei Nachmittagen pro Woche die Filiale zu unterstützen.

",https://www.stellenwerk-hamburg.de/jobboerse/studentische-aushilfe-mwd-kunden-service-unserer-filiale-hamburg-hamburg-211202-506264
https://www.stellenwerk-hamburg.de/jobboerse/werkstudent-mwd-fuer-das-elektrochemische-labor-hamburg-211202-506258,Werkstudent (m/w/d) für das elektrochemische Labor,02.12.2021,211202-506258,Studentenjobs,Werkstudent*in,Nach Vereinbarung,,,mailto:career@el-cell.com,El-Cell GmbH,"Tempowerkring 8, 21079 Hamburg, Deutschland",Frau  Jessica Mahnke-Wolf,"
Die EL-Cell GmbH rüstet Batterieforschungslabore weltweit mit Testzellen, Werkzeugen und Messgeräten aus. Mit unserem Team von 30 Mitarbeitern entwickeln und produzieren wir am Standort Hamburg-Harburg Geräte zur Erforschung neuer Batteriematerialien, insbesondere für Lithium-Ionen Akkus.            Wissenschaftler und Forscher nutzen unsere Geräte weltweit zur Entwicklung neuer Materialien für die Energiespeicher der Zukunft. Um im Wachstumsmarkt Batterieforschung erfolgreich zu sein, setzen wir auf innovative und engagierte Mitarbeiter mit einer Affinität zu wissenschaftlichen und technischen Themen.
Wir bieten die Möglichkeit, zusammen mit erfahrenen und engagierten Projektmanagern und technischen Experten an spannenden Entwicklungsprojekten zu arbeiten.
Typische Aufgaben sind:

Mitwirkung bei der Entwicklung von neuen Produkten für die Batterieforschung
Durchführung von elektrochemischen Versuchen
Assemblierung von Testzellen für die Batterieforschung in der Glovebox
Auswertung und Zusammenstellung von Versuchsergebnissen

","
Anforderungsprofil:

Wissenschaftsorientiertes Studium (z.B. Chemie, Materialwissenschaft, Physik)
Ordentlich immatrikuliert während der gesamten Werkstudententätigkeit
Praktische Erfahrungen im Labor
Kritische und analytische Denkweise
Ausgeprägte Kommunikationsfähigkeiten und eine eigenständige und strukturierte Arbeitsweise
Sicherer Umgang mit MS Office

Im Rahmen der Aufgaben bei EL-CELL bieten wir:

Flexible Arbeitszeiten (ca. 10-20 Wochenstunden)
Flache Unternehmenshierarchie und kollegiale Zusammenarbeit
Homeoffice Möglichkeiten

",https://www.stellenwerk-hamburg.de/jobboerse/werkstudent-mwd-fuer-das-elektrochemische-labor-hamburg-211202-506258
https://www.stellenwerk-hamburg.de/jobboerse/job-anwaltskanzlei-hamburg-211202-506255,Job in Anwaltskanzlei,02.12.2021,211202-506255,Studentenjobs,450€ Basis,Nach Vereinbarung,Nach Einsatz und Vereinbarung,,mailto:lars.wegener@greeve.de,Greeve Rechtsanwälte Partnerschaftsgesellschaft mbB,"Neuer Wall 77, 20354 Hamburg, Deutschland",Herr  Lars Wegener,"
Wir suchen Jura-Studierende für Unterstützung der Anwälte und Studierende für allgemeine Büroassistenz in unserer zivilrechtlich ausgerichteten Kanzlei in schöner, verkehrsgünstiger Citylage zu sofort oder zum Start 2022.
","
Studierende im 1.-6.Semester
",https://www.stellenwerk-hamburg.de/jobboerse/job-anwaltskanzlei-hamburg-211202-506255
https://www.stellenwerk-hamburg.de/jobboerse/werkstudent-mwd-fuer-die-it-hamburg-211202-506252,Werkstudent (m/w/d) für die IT,02.12.2021,211202-506252,Studentenjobs,Werkstudent*in,Nach Vereinbarung,,,mailto:career@el-cell.com,El-Cell GmbH,"Tempowerkring 8, 21079 Hamburg, Deutschland",Frau  Jessica Mahnke-Wolf,"
Die EL-Cell GmbH rüstet Batterieforschungslabore weltweit mit Testzellen, Werkzeugen und Messgeräten aus. Mit unserem Team von 30 Mitarbeitern entwickeln und produzieren wir am Standort Hamburg-Harburg Geräte zur Erforschung neuer Batteriematerialien, insbesondere für Lithium-Ionen Akkus. Wissenschaftler und Forscher nutzen unsere Geräte weltweit zur Entwicklung neuer Materialien für die Energiespeicher der Zukunft. Um im Wachstumsmarkt Batterieforschung erfolgreich zu sein, setzen wir auf innovative und engagierte Mitarbeiter mit einer Affinität zu wissenschaftlichen und technischen Themen.
Folgende Aufgaben sollen nach Einweisung selbstständig bearbeitet werden:

Mitarbeit bei dem Aufbau eines Monitoringsystems auf Basis von CheckMk
Mitarbeit bei der Pflege und Weiterentwicklung unserer Netzwerkinfrastruktur unter Linux und Windows
Ggf. Mitarbeit an unserer Softwarelösung

","
Das bringen Sie mit:

Studium der Informatik oder eines verwandten Studienganges wie z.B. Wirtschaftsinformatik mit ordentlicher Immatrikulation während der gesamten Tätigkeit
Kenntnisse im Umgang mit Linux (Ubuntu)
Grundlegende Kenntnisse im Umgang mit i-Doit und / oder CheckMk von Vorteil
Eigeninitiative, analytisches Denken und Durchhaltevermögen
Team- und Kommunikationsfähigkeit
Technisches Verständnis und Interesse an Informationstechnik

Im Rahmen der Aufgaben bei EL-CELL bieten wir:

Flexible Arbeitszeiten (ca. 10-20 Wochenstunden) ab sofort
Die Möglichkeit mobil zu arbeiten
Flache Unternehmenshierarchie und kollegiale Zusammenarbeit

Die Stelle soll ab sofort oder in Abstimmung später besetzt werden.
",https://www.stellenwerk-hamburg.de/jobboerse/werkstudent-mwd-fuer-die-it-hamburg-211202-506252
https://www.stellenwerk-hamburg.de/jobboerse/student-assistant-digital-marketing-mwd-hamburg-211202-506244,Student Assistant Digital Marketing (m/w/d),02.12.2021,211202-506244,Studentenjobs,Werkstudent*in,Nach Vereinbarung,,https://knsk-group.jobs.personio.de/job/466043?language=de#apply,,KNSK GROUP,"An der Alster 1, 20099 Hamburg, Deutschland",Frau  Janika Berend,"
Zum nächstmöglichen Zeitpunkt suchen wir eine:n Student Assistant Digital Marketing (m/w/d) im Rahmen von 20 Stunden/Woche für unsere Performance Marketing und Digital Media Agentur KNSK/Pine.
Deine Aufgaben

Unterstützung bei Setup, Monitoring und Management von Social Ads Kampagnen auf diversen Plattformen
Planung und Veröffentlichung von Social Media Content
Überwachung der relevanten KPIs und Erstellung von Reportings
Diverser Support in den Bereichen E-Mail Marketing, Community Management und Influencer Marketing durch beispielsweise: Beantwortung von User Kommentaren, Erstellung von E-Mail Newslettern, Recherchearbeiten

","

Du befindest dich zurzeit im Bachelor- oder Master Studium der Wirtschafts- oder Gesellschaftswissenschaften sowie vergleichbarer Studiengänge im Bereich Medien und Kommunikation und bist idealerweise noch mindestens ein halbes Jahr eingeschrieben
Du möchtest deine Kenntnisse in den Bereichen Performance Marketing und Social Media Marketing vertiefen
Du fühlst dich sicher im Umgang mit den gängigen MS-Office-Programmen
Du bist teamfähig, engagiert und arbeitest selbstständig
Du hast Interesse an der Online Marketing Branche
Du konntest idealerweise bereits erste Erfahrungen im Bereich Digital Marketing sammeln

Das erwartet Dich

Eine abwechslungsreiche Aufgabe in einer kreativen sich dynamisch entwickelnden Kommunikationsagentur mit offener Unternehmenskultur
Die Möglichkeit eigenständig zu arbeiten und in deinem Aufgabenbereich schnell Verantwortung zu übernehmen
Gestaltungsspielraum und Perspektive sowie ein kooperativer Austausch in einer lebendigen Agenturfamilie
Ein inspirierendes Arbeitsumfeld im Herzen von Hamburg direkt an der Alster, aber auch die Möglichkeit, flexibel remote zu arbeiten
Ein fünfköpfiges Digital Marketing Team, das sich auf dich freut

Über KNSK/Pine
KNSK/Pine versteht sich als Growth Agency, die Kunden dabei hilft, den Umsatz zu steigern. Für maximale Wirksamkeit kombinieren wir Know-how aus Daten, Kanälen, Media, Zielgruppen, Content und Technik. Dabei arbeiten wir von Anfang an eng mit der Kreation zusammen. Denn exzellente Ideen in Kombination mit einer exzellenten Mediastrategie erzielen die größte Durchschlagskraft. Wir sind Teil der KNSK GROUP. Die KNSK GROUP vereint fünf kreative Agenturen unter einem Dach und bietet Kunden damit das komplette Spektrum an moderner Strategie, Beratung und Kreation. Zur Kreativagenturgruppe gehören neben uns, die Werbeagentur KNSK, die Content Marketing Agentur Bissinger+, die Strategieagentur DIE NEUE VERNUNFT und die Nachhaltigkeitsagentur KNSK/below1.
",https://www.stellenwerk-hamburg.de/jobboerse/student-assistant-digital-marketing-mwd-hamburg-211202-506244
https://www.stellenwerk-hamburg.de/jobboerse/student-aushilfe-fuer-bauzeichner-architekt-mwd-im-bereich-sanierunginnenausbau-hamburg,student. Aushilfe für Bauzeichner / Architekt (m/w/d) im Bereich Sanierung/Innenausbau,02.12.2021,211202-506243,Studentenjobs,450€ Basis,Nach Vereinbarung,,,mailto:info@exackta.de,Exackta Modernisierungs GmbH,"22047 Hamburg, Deutschland, Herr  J Krasnicki",Herr  J Krasnicki,"
Unserer Kerngeschäft ist die Altbausanierung. Hierzu sind Grundrisse und zum Teil 3D-Zeichnungen anzufertigen. Wenn möglich ist auch der Besuch der Projekte vor Ort angedacht - hier sehen Sie die Mitwirkung ihrer Arbeit im Beginn oder der Umsetzung. Unsere Projekte reichen vom Umbau eines einzelnen Zimmers oder Bades bis hin zur Komplettsanierung eines Objektes.
","
Wenn wir ihr Interesse geweckt haben, freuen wir uns auf ihre Vorstellung inkl. bisherigen Lebenslauf und Angabe, welche Erfahrungen Sie bereits sammeln konnten oder welche Programme Sie bereits kennengelernt haben
",https://www.stellenwerk-hamburg.de/jobboerse/student-aushilfe-fuer-bauzeichner-architekt-mwd-im-bereich-sanierunginnenausbau-hamburg
https://www.stellenwerk-hamburg.de/jobboerse/assistent-mw-fuer-die-geschaeftsleitung-bzw-sekretaerin-gesucht-hamburg-211202-506224,Assistent (m/w) für die Geschäftsleitung bzw. Sekretär/in gesucht,02.12.2021,211202-506224,Studentenjobs,Honorarbasis,"Unbefristet, ab Mittwoch, 15 Dez. 2021","€ 13,--/Stunde brutto",,mailto:mail@elbterrain.de,ALSTER-TERRAIN Bau- und Grundstücks GmbH & Co. KG,"Herbert-Weichmann-Str. 67, 22085 Hamburg, Deutschland",Frau  Dagmar Weigl,"
Wir suchen eine flexible Vollzeitkraft zur Entlastung der Sachbearbeiter unseres Büros. Die Tätigkeit umfaßt vor allem Korrespondenz sowie Ablage und Archivierungsarbeiten. Da der Großteil der Korrespondenz über Phonodiktat erfolgt, ist eine Schreibgeschwindigkeit ab etwa 300 Anschlägen/Minute erforderlich.
Die ALSTER-TERRAIN KG ist ein Hamburger Unternehmen, gegründet 1971, das sich um die Vermietung sowie die Verwaltung von Immobilienbeständen im Großraum Hamburg kümmert. Sie ist eine traditionelle inhabergeführte Immobilienverwaltung, die sich mit der Verwaltung des eigenen Immobilienbesitzes der Firmengruppe befaßt. Der Sitz befindet sich in Hamburg-Uhlenhorst an der Außenalster.
","
Sie sind flexibel und belastbar und zeichnen sich durch organisatorisches Geschick aus. Darüber hinaus beherrschen Sie die Office-Anwendungen Word, Excel und Outlook und beherrschen Deutsch als Muttersprache. Wegen der mittels Phonodiktats zu erledigenden Korrespondenz sind Erfahrungen in diesem Bereich hilfreich.
Die Arbeitszeiten können im Rahmen der vorgegebenen 40 Stunden wöchentlich individuell gestaltet werden.  Dabei ist eine Entlohnung auf Honorarbasis  vorgesehen.
Die Vergütung beträgt € 13,--/Stunde (brutto).
",https://www.stellenwerk-hamburg.de/jobboerse/assistent-mw-fuer-die-geschaeftsleitung-bzw-sekretaerin-gesucht-hamburg-211202-506224
https://www.stellenwerk-hamburg.de/jobboerse/produkterfasser-mwd-auf-45000eu-basis-flexible-arbeitszeiten-hamburg-211202-506221,"Produkterfasser (m/w/d) auf 450,00€ Basis (flexible Arbeitszeiten)",02.12.2021,211202-506221,Studentenjobs,450€ Basis,"Unbefristet, ab Montag, 03 Jan. 2022","12,00 Euro/Std.",,mailto:info@fkautomation.de,FK Automation Fiedler Kouimjian GbR,"Holstenhofweg 41a, 22043 Hamburg, Deutschland",Herr  Jörg Fiedler,"
Zur Verstärkung unseres Hamburger Industriehandelsunternehmens in Hamburg-Wandsbek/Jenfeld suchen wir ab sofort einen

Produkterfasser (m/w/d) auf 450,00€ Basis u.a. für folgende Aufgaben:
- Produkt/Artikel-Anzeige online erstellen (Foto und Text)
- Produkt/Artikel/Preis-Recherche online
","
Ihr Profil:
- Sicherer Umgang dem Computer und mit dem Internet, sowie den Internetsuchmaschinen
- sehr gute Deutschkenntnisse in Wort und Schrift
- Zuverlässigkeit und Teamgeist

Wir bieten Ihnen eine eigenverantwortliche Beschäftigung in einem kleinen Team, sowie eine leistungsgerechte Bezahlung. DIE ARBEITSZEITEN SIND FLEXIBEL WÄHLBAR.
Eine ausführliche Einarbeitung wird gewährleistet.

Bei Interesse freuen wir uns über Ihre aussagekräftige Bewerbung vorzugsweise per E-Mail.
",https://www.stellenwerk-hamburg.de/jobboerse/produkterfasser-mwd-auf-45000eu-basis-flexible-arbeitszeiten-hamburg-211202-506221
